respondent,id,narr-archetype,narr-optimism,narr-age,narr-family type,narr-duration,narr-spending,narr-env,narr-income,narr-mortgage percent,narr-credit,prm-house sqft,prm-lot sqft,prm-house age,prm-step,prm-suite,prm-reno_plan,prm-wall_type,prm-wall_age,prm-window_type,prm-window_age,prm-roof_type,prm-roof_age,prm-heat_eff,prm-heat_fuel,prm-heat_age,prm-dhw_eff,prm-dhw_fuel,prm-dhw_age,prm-cool_fuel,prm-leakage,prm-maintenance,prm-asbestos,resp-likert_step2,resp-likert_step3,resp-likert_step4,resp-likert_step5,resp-likert_higheff,resp-retrofit_teardown_neither,resp-likert_carbon2050,resp-policy1,resp-policy2,resp-policy3,resp-confidence,expqual-field,expqual-field_years,expqual-step_familiar,expqual-market_familiar,sort,resp-binary_step2,resp-binary_step3,resp-binary_step4,resp-binary_step5,resp-binary_higheff,resp-binary_carbon2050,resp-policy1_updated,resp-policy2_updated,resp-policy3_updated,resp-policy_option1,resp-policy_option2,resp-policy_option3,resp-policy_option4,resp-policy_option5,resp-policy_option6,resp-policy_option7,resp-policy_option8,resp-policy_option9,resp-policy_option10,resp-influential_param,resp-additional_info
5,vs2,4,2,3,1,1,1,1,1,2,1,2,2,3,1,0,0,1,4,2,4,1,3,2,1,5,2,1,2,1,2,1,0,5,2,1,1,1,2,4,4,5,6,4,5,3,7,5,52,1,0,0,0,0,9,4,5,6,0,0,0,1,1,1,0,0,0,0,"uncertainty in how long the current owners plan to live in the home as-is, and at what point it is sold as a tear-down and a home built to applicable high performance standards at that time.","Energy is cheap, retrofitting a building envelope is not. A robust building envelope retrofit is required, as well as adding heat recovery to ventilation. This would be very expensive and not financially attractive in terms of payback on investment. I don't see a way to force people to make such large renovations to their homes unless it is heavily subsidized, and even then people may not do it unless it will overall save them money, or even if it did, simply because they don't know about these things and are hesitant to pursue such a big and disruptive renovation. Not to mention the risks of discovering other costs for upgrades once the retrofit starts.
 
 I think it's far more likely that the property would achieve high performance through being torn down and rebuilt, at which time it would be subject to high performance standards. This seems more likely to me due to the land value."
5,sb6,2,6,3,2,2,1,3,3,5,1,5,3,4,1,0,1,1,5,2,5,1,5,1,1,5,3,2,1,1,3,4,0,5,1,1,1,2,3,1,5,6,9,4,7,3,7,5,53,1,0,0,0,0,0,5,6,9,0,0,0,0,1,1,0,0,1,0,"Achieving Step 3 or greater would require improved air tightness and most importantly, central ventilation through an HRV. Adding HRV ducting to an existing home seems unlikely to me. In addition, the home would require major updates to the building envelope thermal performance as well as air tightness. I don't believe these are likely to happen due to the cost","Again, it comes down to the fact that to achieve high performance, major renovations would be required. At some point it is easier and more cost effective to replace the home entirely, which seems more likely with the land prices in Vancouver, particularly if this home on a large lot is replaced with a duplex or other more dense housing."
5,gwh3,5,3,5,1,3,1,2,2,1,2,4,1,1,0,1,1,1,5,2,5,1,5,1,3,5,1,1,5,1,1,4,0,2,1,1,1,1,2,4,4,5,6,3,7,3,7,5,54,0,0,0,0,0,9,4,5,6,0,0,0,1,1,1,0,0,0,0,Wondering what value is placed on the heritage of this vintage of home. It may lead to someone deciding to do a deep retrofit rather than tear down and rebuild.,
4,vs3,4,3,3,1,1,2,1,2,2,1,2,2,3,1,0,0,1,4,2,4,1,3,2,1,2,2,1,2,1,2,3,0,1,1,1,1,2,2,7,2,3,9,3,7,6,7,7,55,0,0,0,0,0,1,2,3,9,0,1,1,0,0,0,0,0,1,0,"electrification, and perhaps rebuilt","It's important to consider economic viability and social equity in developing related policies or incentives.
 
 
 Repeated from input above:
 Economic incentives through allowing additional living space/suite when retrofitted to Step 5.There's opportunity for co-benefits with improving seismic resilience and housing affordability. Allowing two or more adjacent buildings to be retrofitted into a rowhouse strata, adding ""infill units"" in between the original houses i.e. turning side yards into small homes.We'll then only need to ""upgrade"" the exterior walls along the front and back of the buildings and extend them to close off the sideyards.There would not be a need to upgrade the side walls between the existing buildings. The additional small homes created will be an economic incentive to make the Step 5 retrofits viable."
4,mp1,1,1,4,1,4,1,3,2,1,1,1,2,2,1,0,0,1,3,1,5,1,5,1,1,5,1,1,5,1,2,3,0,1,1,1,1,2,2,7,2,3,9,3,10,6,7,7,56,0,0,0,0,0,1,2,3,9,0,1,1,0,0,0,0,0,1,0,"electrification, and likely new construction","It's important to consider economic viability and social equity in developing related policies or incentives.
 
 
 Repeated from input above:
 Economic incentives through allowing additional living space/suite when retrofitted to Step 5.There's opportunity for co-benefits with improving seismic resilience and housing affordability. Allowing two or more adjacent buildings to be retrofitted into a rowhouse strata, adding ""infill units"" in between the original houses i.e. turning side yards into small homes.We'll then only need to ""upgrade"" the exterior walls along the front and back of the buildings and extend them to close off the sideyards.There would not be a need to upgrade the side walls between the existing buildings. The additional small homes created will be an economic incentive to make the Step 5 retrofits viable."
4,gwh4,5,4,3,1,1,3,3,3,4,1,4,1,1,0,0,1,1,5,2,5,1,5,1,3,5,1,1,5,1,1,3,0,3,2,1,1,6,3,7,1,2,3,4,4,6,7,7,57,0,0,0,0,1,1,1,2,3,1,1,1,0,0,0,0,0,0,0,"electrification, with upgrade to building envelop, windows and mechanical systems; also considering home character and size for a relatively small lot.","Despite the possible high motivation of these homeowners to improve the environmental performance of their home, it's still very important to consider economic viability and social equity in developing related policies or incentives."
2,vs5,4,5,3,3,1,2,3,3,4,1,2,2,3,1,0,1,1,4,2,4,1,3,2,1,2,2,1,2,1,2,3,0,5,4,4,3,4,2,5,1,7,8,3,1,2,7,5,58,1,9,9,0,9,1,1,7,8,1,0,0,0,0,0,1,1,0,0,"Bias - I expect policy to mandate heat pumps by 2035, so decarbonize via fuel switch, not energy efficiency",
2,mp3,1,3,2,2,1,1,2,2,5,1,1,2,2,1,0,1,1,3,1,3,1,4,1,1,4,1,1,4,1,2,2,0,4,3,2,1,3,3,5,1,7,8,3,10,2,7,5,59,9,0,0,0,0,1,1,7,8,1,0,0,0,0,0,1,1,0,0,See previous comment about heat pumps,
2,gwh6,5,6,3,2,1,3,3,2,1,2,4,1,1,0,0,1,1,5,2,5,1,5,1,3,5,1,1,5,1,1,4,0,5,4,3,3,4,1,5,1,7,8,3,7,2,7,5,60,1,9,0,0,9,1,1,7,8,1,0,0,0,0,0,1,1,0,0,See previous,
2,vs5,4,5,3,3,1,2,3,3,4,1,2,2,3,1,0,1,1,4,2,4,1,3,2,1,2,2,1,2,1,2,3,0,4,1,1,1,4,2,4,1,8,9,3,1,2,7,6,61,9,0,0,0,9,9,1,8,8,1,0,0,0,0,0,0,1,0,0,"I assume the house would be torn down and re-built within 5-7 years due to age of building/system and occupants (father likely passed away, son likely moved out). Under existing/anticipated policy within this timeframe, gas heating is still allowed, and fossil gas has artificially low rates due to subsidization of the industry. Therefore, with higher costs of heat pumps, there is no major driver to go zero carbon at this time. On the other hand, as the family is environmentally minded they may choose this direction.",Incentives are fine as supporting mechanisms but ultimately we need clear regulation to get off fossil fuels. Also there is often conflation of energy efficiency with GHG reduction. Energy efficiency alone is not enough to reduce CO2 in line with CoV's new climate commitments.
2,mp1,1,1,4,1,4,1,3,2,1,1,1,2,2,1,0,0,1,3,1,5,1,5,1,1,5,1,1,5,1,2,3,0,2,1,1,1,1,2,4,4,7,8,3,10,2,7,6,62,0,0,0,0,0,9,4,7,8,0,0,0,1,0,0,1,1,0,0,"Seems unlikely this family will live in the same house for 30 years, and/or significantly invest in upgrades, therefore demolish/rebuild either under their ownership or another seems likely. Whether or not it is carbon neutral depends mostly on when it rebuilds and what the city policy is at that time.",
2,gwh6,5,6,3,2,1,3,3,2,1,2,4,1,1,0,0,1,1,5,2,5,1,5,1,3,5,1,1,5,1,1,4,0,5,4,2,1,5,3,6,4,7,8,3,7,2,7,6,63,1,9,0,0,1,1,4,7,8,0,0,0,1,0,0,1,1,0,0,"The building has a high aesthetic and heritage value. It is already heated primarily with electricity, and would be a good candidate for and air source heat pump retrofit.",
1,vs6,4,6,4,1,2,2,3,3,4,3,2,2,3,1,0,1,1,4,2,4,1,3,2,1,4,2,1,4,1,2,4,0,5,4,3,2,5,2,4,2,7,8,3,5,3,5,5,64,1,9,0,0,1,9,2,7,8,0,1,0,0,0,0,1,1,0,0,"if the couple has undertaken retrofits in the past and is conscientious about their environmental impact, they will likely undertake future retrofits. Plus, if the couple downsizes and sells the house, it will likely be torn down, given its age.",
1,mp4,1,4,2,1,1,2,1,3,5,1,1,2,2,1,0,1,1,3,1,3,1,4,1,1,4,1,1,4,1,2,3,1,3,2,1,1,2,3,4,2,6,8,3,5,3,5,5,65,0,0,0,0,0,9,2,6,8,0,1,0,0,0,1,0,1,0,0,"The family likely won't be able to finance a major retrofit, and sounds like they may be there for the long term. Achieving Step 5 would require a major building renovation including envelop, which is a very expensive investment that doesn't see a payback.",
1,sb1,2,1,3,2,2,3,2,3,4,nan,5,3,4,1,0,1,1,5,2,5,1,5,1,1,5,3,2,1,1,3,4,0,6,5,4,4,5,2,5,5,7,8,3,7,3,5,5,66,1,1,9,9,1,1,5,7,8,0,0,0,0,1,0,1,1,0,0,"If the couple downsizes after the kids move out in the next 10 years, the house will likely be rebuilt (since it's in Shaughnessy, the added cost of rebuilding would be relatively small compared to the price of the property). If regulations require high efficiency new builds, the house could achieve high levels on the Step Code.","Like most existing buildings, the cost of retrofitting the building to achieve Step 5 would probably be better spent rebuilding the house with passive features incorporated. You can't retrofit the shape of a house to optimize window placement to catch light and wind. If Part 9 Code requires ""passive ready"" design, it's more likely a house will be carbon neutral by 2050."
